0.6,1.34078482386
0.70101010101,nan
0.80202020202,nan
0.90303030303,nan
1.00404040404,nan
1.10505050505,nan
1.20606060606,nan
1.30707070707,nan
1.40808080808,nan
1.50909090909,nan
1.6101010101,nan
1.71111111111,nan
1.81212121212,nan
1.91313131313,nan
2.01414141414,nan
2.11515151515,nan
2.21616161616,nan
2.31717171717,nan
2.41818181818,nan
2.51919191919,nan
2.6202020202,nan
2.72121212121,nan
2.82222222222,nan
2.92323232323,nan
3.02424242424,nan
3.12525252525,nan
3.22626262626,nan
3.32727272727,nan
3.42828282828,nan
3.52929292929,nan
3.6303030303,nan
3.73131313131,nan
3.83232323232,nan
3.93333333333,nan
4.03434343434,nan
4.13535353535,nan
4.23636363636,nan
4.33737373737,nan
4.43838383838,1.34078482386
4.53939393939,nan
4.6404040404,nan
4.74141414141,nan
4.84242424242,1.43131895439
4.94343434343,nan
5.04444444444,nan
5.14545454545,nan
5.24646464646,nan
5.34747474747,nan
5.44848484848,nan
5.54949494949,nan
5.65050505051,nan
5.75151515152,nan
5.85252525253,nan
5.95353535354,nan
6.05454545455,nan
6.15555555556,nan
6.25656565657,nan
6.35757575758,nan
6.45858585859,nan
6.5595959596,nan
6.66060606061,nan
6.76161616162,nan
6.86262626263,1.45985126112
6.96363636364,1.37351519565
7.06464646465,nan
7.16565656566,nan
7.26666666667,nan
7.36767676768,nan
7.46868686869,nan
7.5696969697,nan
7.67070707071,nan
7.77171717172,nan
7.87272727273,nan
7.97373737374,nan
8.07474747475,nan
8.17575757576,nan
8.27676767677,nan
8.37777777778,nan
8.47878787879,1.54080528248
8.5797979798,nan
8.68080808081,nan
8.78181818182,1.46277882053
8.88282828283,nan
8.98383838384,nan
9.08484848485,nan
9.18585858586,nan
9.28686868687,nan
9.38787878788,nan
9.48888888889,nan
9.5898989899,nan
9.69090909091,nan
9.79191919192,nan
9.89292929293,1.59405785606
9.99393939394,nan
10.0949494949,nan
10.195959596,nan
10.296969697,nan
10.397979798,nan
10.498989899,nan
10.6,nan
